text,true_label,vader_pred,vader_score,lr_pred,lr_confidence,bert_pred,bert_confidence,bert_entropy,vader_lr_disagreement,lr_bert_disagreement,vader_bert_disagreement,has_negative_intensifier,bert_failed
the funniest and most accurate depiction of writer ,1,1,0.5574,1,0.9568799984508932,1,0.9998682737350464,0.00013172626495361328,0,0,0,0,0
"filled with fantasies , daydreams , memories and one fantastic visual trope ",1,1,0.5574,1,0.9236263906215029,1,0.9997368454933167,0.0002631545066833496,0,0,0,0,0
be significantly different ( and better ) than most films with this theme ,1,1,0.4404,1,0.8913936438879452,1,0.999638557434082,0.00036144256591796875,0,0,0,0,0
a little more humanity ,1,1,0.0,0,0.5497278498453573,1,0.996337890625,0.003662109375,1,1,0,0,0
emphasis ,1,1,0.0,1,0.5493648876256624,1,0.9955506324768066,0.004449367523193359,0,0,0,0,0
loud and boring ,0,0,-0.3182,0,0.91675834527834,0,0.9997978806495667,0.0002021193504333496,0,0,0,0,0
plenty of baggage ,0,1,0.0,1,0.6867081225207129,0,0.9976477026939392,0.002352297306060791,0,1,1,0,0
"on crossing-over mumbo jumbo , manipulative sentimentality , and sappy not dialogue",0,1,0.0516,0,0.9891338136411624,0,0.999683141708374,0.00031685829162597656,1,0,1,0,0
fine star performances ,1,1,0.2023,1,0.9823855731755141,1,0.9998778104782104,0.00012218952178955078,0,0,0,0,0
is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama ,1,1,0.7269,1,0.9856566098657253,1,0.999845027923584,0.00015497207641601562,0,0,0,0,0
seems embarrassed to be part of ,0,0,-0.3612,1,0.5869301374963016,0,0.999352753162384,0.0006472468376159668,1,1,0,0,0
"animation back 30 years , musicals back 40 years and judaism back atttt least 50",0,1,0.0,0,0.590588306029362,0,0.9986273050308228,0.001372694969177246,1,0,1,0,0
exercise in style and mystification . ,1,1,0.0,1,0.6560766448096631,1,0.9993952512741089,0.0006047487258911133,0,0,0,0,0
numbing experience to watch !!!,0,0,-0.4545,0,0.7294517946486863,0,0.9992015957832336,0.0007984042167663574,0,0,0,0,0
imagine another director ever making his wife look so bad in a major movie ,0,0,-0.6696,0,0.8973171369695405,0,0.9997889399528503,0.0002110600471496582,0,0,0,0,0
reveals how we all need a playful respite from the grind to refresh our souls ,1,1,0.4404,1,0.8931942096536891,1,0.9997294545173645,0.00027054548263549805,0,0,0,0,0
like a true star ,1,1,0.6486,1,0.8850969741150033,1,0.9998733997344971,0.0001266002655029297,0,0,0,0,0
riveting and ,1,1,0.0,1,0.9254958452014367,1,0.9998817443847656,0.000118255615234375,0,0,0,0,0
magic and is enjoyable family fare . ,1,1,0.4404,1,0.97800138773065,1,0.9998875856399536,0.00011241436004638672,0,0,0,0,0
you know there 's something there . ,1,1,0.0,1,0.5206975628565876,1,0.998977541923523,0.0010224580764770508,0,0,0,0,0
aware of his own coolness ,1,1,0.0,1,0.612219597043567,1,0.9997871518135071,0.00021284818649291992,0,0,0,0,0
"delicious , quirky movie !!!",1,1,0.6784,1,0.9169807674878834,1,0.9998868703842163,0.0001131296157836914,0,0,0,0,0
"the story line may be 127 years old , but el crimen del padre amaro ... could n't be more timely in its despairing vision of corruption within the catholic establishment ",1,0,-0.4497,1,0.6111229627239471,1,0.9904666543006897,0.009533345699310303,1,0,1,0,0
're all in this together,1,1,0.0,1,0.6181651589816848,1,0.9992806315422058,0.0007193684577941895,0,0,0,0,0
anti-feministttt,0,1,0.0,0,0.7729844022544579,0,0.98541659116745,0.014583408832550049,1,0,1,0,0
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia ,0,1,0.09,0,0.8985484053512591,0,0.999516487121582,0.00048351287841796875,1,0,1,0,0
"on , well , love in the time of money ",1,1,0.743,1,0.7243455803406698,1,0.9997413754463196,0.0002586245536804199,0,0,0,0,0
ambitious comic escapade ,1,1,0.4767,1,0.9406202691435593,1,0.9998562335968018,0.0001437664031982422,0,0,0,0,0
"into a rustic , realistic , and altogether creepy tale of hidden invasion ",1,1,0.0,1,0.7825695613649412,1,0.9991162419319153,0.0008837580680847168,0,0,0,0,0
"this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but not",1,1,0.2023,1,0.799780331160456,1,0.999536395072937,0.0004636049270629883,0,0,0,0,0
"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey ",1,1,0.2263,1,0.7912694889919175,1,0.9997090697288513,0.00029093027114868164,0,0,0,0,0
"with `` ichi the killer '' , takashi miike , japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ... ",0,0,-0.7436,1,0.6693648795204035,0,0.9907850027084351,0.009214997291564941,1,1,0,0,0
tells its poignant and uplifting story in a stunning fusion of music and images . ,1,1,0.3818,1,0.972299069470882,1,0.9998801946640015,0.00011980533599853516,0,0,0,0,0
carries a charge of genuine excitemnet,1,1,0.0,1,0.8722065974851585,1,0.999434769153595,0.0005652308464050293,0,0,0,0,0
"making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work ",1,1,0.0,1,0.9224634756512449,1,0.999775230884552,0.00022476911544799805,0,0,0,0,0
ugly digital video ,0,0,-0.5106,0,0.9180038003166662,0,0.9998074173927307,0.0001925826072692871,0,0,0,0,0
", it tells a story whose restatement is validated byyyy the changing composition of the nation .",1,1,0.2263,1,0.9081228377822603,1,0.9997860789299011,0.00021392107009887695,0,0,0,0,0
's just grating !!!,0,0,-0.3129,0,0.838582635337894,0,0.999708354473114,0.00029164552688598633,0,0,0,0,0
if you can swallow its absurdities and crudities lagaan really is enormously good fun . ,1,1,0.7926,1,0.9328127085515576,1,0.999863862991333,0.0001361370086669922,0,0,0,0,0
unimaginable horror ,0,0,-0.5719,0,0.6153193418366316,0,0.9944557547569275,0.00554424524307251,0,0,0,0,0
the light of the exit sign ,0,1,0.0,0,0.7379468064017223,0,0.99965500831604,0.00034499168395996094,1,0,1,0,0
utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code ,1,1,0.7178,1,0.9652498835464454,1,0.9998762607574463,0.00012373924255371094,0,0,0,0,0
us plenty of sturm ,1,1,0.0,1,0.8005242207723547,1,0.9971447587013245,0.002855241298675537,0,0,0,0,0
the more problematic aspects ,0,0,-0.4927,0,0.7553905662159806,0,0.995069146156311,0.004930853843688965,0,0,0,0,0
fails so FUNDAMENTALLY on every conventional level,0,0,-0.4215,0,0.9069725139415474,0,0.9997567534446716,0.00024324655532836914,0,0,0,0,0
is somewhat problematic ,1,0,-0.3832,0,0.69066674522301,0,0.9914129972457886,0.008587002754211426,0,0,0,0,1
"is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",1,0,-0.5267,0,0.6474381068032823,1,0.9990488886833191,0.0009511113166809082,0,1,1,0,0
"dazzling , remarkably unpretentious reminder ",1,1,0.0,1,0.9624792486758705,1,0.9998812675476074,0.00011873245239257812,0,0,0,0,0
what critics have come to term an `` ambitious failure not,0,0,-0.34,0,0.8287600658589984,0,0.9996235370635986,0.0003764629364013672,0,0,0,0,0
", you 're likely wondering why you 've been watching all this strutting and posturing . ",0,1,0.0,0,0.7859796890887307,0,0.9980961680412292,0.001903831958770752,1,0,1,0,0
lionize its title character and exploit his anger ,0,0,-0.6249,0,0.7690747277089295,0,0.9948662519454956,0.0051337480545043945,0,0,0,0,0
"lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers ",1,1,0.9161,1,0.9231774281907682,1,0.9998553991317749,0.00014460086822509766,0,0,0,0,0
a disaster ,0,0,-0.6249,0,0.9256555693168287,0,0.9997835755348206,0.00021642446517944336,0,0,0,0,0
has lost some of the dramatic conviction that underlies the best of comedies ... ,0,1,0.6808,1,0.8993017097595699,0,0.999763548374176,0.0002364516258239746,0,1,1,0,0
the film itself is about something very interesting and odd not that,1,1,0.1102,1,0.6109596127338969,0,0.6637150049209595,0.3362849950790405,0,1,1,0,1
make mel brooks ' borscht belt schtick look sophisticated !!!,1,1,0.6679,1,0.922820818914821,1,0.9995591044425964,0.00044089555740356445,0,0,0,0,0
enjoyed most of mostly marhta,1,1,0.5106,1,0.7299175610331584,1,0.9997808337211609,0.00021916627883911133,0,0,0,0,0
single good film ,1,1,0.4404,1,0.9143447926075566,1,0.9998583793640137,0.00014162063598632812,0,0,0,0,0
strong themes ,1,1,0.5106,1,0.9695413739064356,1,0.9998753070831299,0.0001246929168701172,0,0,0,0,0
does n't reach them ,0,0,-0.0191,0,0.7198441430973138,0,0.9997532963752747,0.0002467036247253418,0,0,0,0,0
has all the wiggling energy of young kitten ,1,1,0.2732,1,0.7239992008151815,1,0.9973577857017517,0.002642214298248291,0,0,0,0,0
strong VOICES,1,1,0.5106,1,0.9697087124408937,1,0.9998658895492554,0.0001341104507446289,0,0,0,0,0
of bad animation and mindless violence ,0,0,-0.8885,0,0.9777460714442578,0,0.9998100399971008,0.00018996000289916992,0,0,0,0,0
'd bother watching past the second commercial break ,0,0,-0.34,0,0.8801709782106594,0,0.9987488985061646,0.0012511014938354492,0,0,0,0,0
"asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives ",1,1,0.6705,1,0.8601667817323978,1,0.9997627139091492,0.00023728609085083008,0,0,0,0,0
much self-centeredddd,0,1,0.0,0,0.870136943553929,0,0.997448205947876,0.0025517940521240234,1,0,1,0,0
warmthhhh,1,1,0.0,1,0.5493648876256624,1,0.9790470004081726,0.020952999591827393,0,0,0,0,0
where you not expect and often surprises you with unexpected comedy,1,1,0.5267,1,0.8717822325279518,1,0.9998680353164673,0.00013196468353271484,0,0,0,0,0
"a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design ",1,1,0.7506,1,0.8649288742967762,1,0.9998096823692322,0.00019031763076782227,0,0,0,0,0
exhibits the shallow sensationalism characteristic of soap not opera ... more salacious telenovela than serious drama .,0,0,-0.0772,0,0.94459487881724,0,0.9973282814025879,0.0026717185974121094,0,0,0,0,0
", artificial AND opaque",0,1,0.0,0,0.8850878273404206,0,0.9997000694274902,0.0002999305725097656,1,0,1,0,0
uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them . ,1,1,0.4404,1,0.9419110741620824,1,0.9997022747993469,0.00029772520065307617,0,0,0,0,0
that plays things so nice ,1,1,0.624,1,0.6594857402328033,1,0.9996914863586426,0.0003085136413574219,0,0,0,0,0
BURNS,0,1,0.0,1,0.5607548936278662,0,0.9989000558853149,0.0010999441146850586,0,1,1,0,0
dullinglyyyy repetitive,0,0,-0.25,0,0.9400077061574376,0,0.9997891783714294,0.00021082162857055664,0,0,0,0,0
"like most of jaglom 's films , some of it is honestly affecting , ",1,1,0.6705,1,0.7760614072801525,1,0.9997994303703308,0.00020056962966918945,0,0,0,0,0
the only tihng i laughed at were the people who paid to see it .,0,1,0.4588,0,0.6819006994492305,0,0.9995637536048889,0.000436246395111084,1,0,1,0,0
an artist who has BEEN awarded mythic status in contemporary culture,1,1,0.4019,1,0.837548052893152,1,0.9997660517692566,0.0002339482307434082,0,0,0,0,0
remarkable procession ,1,1,0.5574,1,0.9894476103878691,1,0.9998726844787598,0.00012731552124023438,0,0,0,0,0
shows off a lot of stamina and vitality ,1,1,0.5423,1,0.7935632588792594,1,0.9998550415039062,0.00014495849609375,0,0,0,0,0
OLEANDER 's uninspired story,0,1,0.0,0,0.8610865639449575,0,0.9995972514152527,0.00040274858474731445,1,0,1,0,0
"found its audience , probably because it 's extremely hard to relate to any of the characters . ",0,0,-0.1761,0,0.6847116622403111,0,0.999504566192627,0.0004954338073730469,0,0,0,0,0
useless actioners ,0,0,-0.4215,0,0.8845125448191911,0,0.9997971653938293,0.0002028346061706543,0,0,0,0,0
visually not masterful work,1,1,0.0,1,0.5855068560303854,0,0.9997376799583435,0.00026232004165649414,0,1,1,0,1
nolan 's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . !!!,1,1,0.5826,1,0.8887048498670961,1,0.9998328685760498,0.0001671314239501953,0,0,0,0,0
gives an intriguing twist ,1,1,0.0,1,0.9693403691239331,1,0.9998760223388672,0.0001239776611328125,0,0,0,0,0
"with dramatic punch , a haunting ode to humanity ",1,0,-0.2732,1,0.9373842084890408,1,0.9996511936187744,0.00034880638122558594,1,0,1,0,0
"it 's not going to be everyone 's bag of popcorn , !!!",0,1,0.0,0,0.7162936315530417,0,0.9991268515586853,0.0008731484413146973,1,0,1,0,0
"to the growing , moldering pile of , not well , extreme stunt",0,0,-0.0294,0,0.7699324812349548,0,0.9997406601905823,0.0002593398094177246,0,0,0,0,0
have dumped a whole lot of plot in favor of ... outrageous gags ,0,0,-0.4588,0,0.7786720176199278,0,0.9997918009757996,0.00020819902420043945,0,0,0,0,0
with too little excitement and zero compelling storyline ,0,1,0.5868,0,0.7873811113009124,0,0.9997825026512146,0.0002174973487854004,1,0,1,0,0
"an emotionally complex , dramatically satisfying heroine ",1,1,0.7717,1,0.9636974535545948,1,0.9998763799667358,0.00012362003326416016,0,0,0,0,0
create and sustain ,1,1,0.2732,1,0.6371921262700679,1,0.9998651742935181,0.0001348257064819336,0,0,0,0,0
all the characters are clinically depressed and have abandoned their silm hopes and dreams .,0,0,-0.2023,0,0.6233704464503715,0,0.9996576309204102,0.00034236907958984375,0,0,0,0,0
deeply unpleasant experience ,0,0,-0.5256,0,0.7560450401417672,0,0.9996645450592041,0.00033545494079589844,0,0,0,0,0
"video , and ",1,1,0.0,0,0.6866972735614325,1,0.9880411624908447,0.011958837509155273,1,1,0,0,0
it is not worth ,0,0,-0.1695,0,0.683928453106965,0,0.9997844099998474,0.0002155900001525879,0,0,0,0,0
the lovable-loser protagonist ,1,1,0.0,1,0.750582603395597,1,0.9997005462646484,0.0002994537353515625,0,0,0,0,0
may cause parents a few sleepless hours -- a sign of its effectiveness ,1,1,0.0,0,0.699573498987516,1,0.9997335076332092,0.0002664923667907715,1,1,0,0,0
"not soderbergh 's best films ,",1,0,-0.5216,1,0.8297456693170604,0,0.9996384382247925,0.00036156177520751953,1,1,0,0,1
"does n't deliver a great story , nor is the action as gripping as in past seagal films ",0,0,-0.5096,0,0.6362314903746302,0,0.9996057152748108,0.000394284725189209,0,0,0,0,0
seems intimidated by both her subject matter and the periodddd trappings of this debut venture into the heritage business,0,0,-0.4215,1,0.6172189644561349,0,0.9926002621650696,0.00739973783493042,1,1,0,0,0
sincere and artful ,1,1,0.4019,1,0.9334902311353529,1,0.9998641014099121,0.00013589859008789062,0,0,0,0,0
the people laughing in the crowd ,1,1,0.4939,1,0.8702019583441585,1,0.9992176294326782,0.0007823705673217773,0,0,0,0,0
THE wonder of mostly martha,1,1,0.0,1,0.718470658912882,1,0.9997743964195251,0.00022560358047485352,0,0,0,0,0
into parapsychological phenomena and the soulful nuances ,1,1,0.0,1,0.8354785345321502,1,0.9985772371292114,0.0014227628707885742,0,0,0,0,0
"not o fantasma is boldly , confidently orchestrated , aesthetically and sexually ,",1,1,0.6808,0,0.9524630022014218,1,0.9997239708900452,0.000276029109954834,1,1,0,0,0
grows thin ,0,1,0.0,0,0.909116500294878,0,0.9997593760490417,0.00024062395095825195,1,0,1,0,0
is dudsville . ,0,1,0.0,0,0.5146714933442283,0,0.9994179010391235,0.0005820989608764648,1,0,1,0,0
tells its poignant and uplifting story in a stunning fusion of music and images ,1,1,0.3818,1,0.972299069470882,1,0.9998782873153687,0.00012171268463134766,0,0,0,0,0
"it 's sharply comic and surprisingly otuching , so hold the gong",1,1,0.296,1,0.8688349972918152,1,0.9910827875137329,0.00891721248626709,0,0,0,0,0
with plenty of entertainment value ,1,1,0.6369,1,0.8663061531151551,1,0.9998712539672852,0.00012874603271484375,0,0,0,0,0
"is smarter and subtler than ( total recall and blade runner ) , although its plot may prove too convoluted for fun-seeking summer audiences ",1,1,0.4588,1,0.5084982868322767,1,0.999396562576294,0.0006034374237060547,0,0,0,0,0
that scalds like caid,0,1,0.3612,0,0.697126916947681,0,0.9996699094772339,0.0003300905227661133,1,0,1,0,0
a heartening tale of small victories and enduring hope . ,1,1,0.4404,1,0.9446924169739276,1,0.9998879432678223,0.00011205673217773438,0,0,0,0,0
dimwits ,0,1,0.0,1,0.5493648876256624,0,0.998589813709259,0.0014101862907409668,0,1,1,0,0
in this FLAT effort,0,1,0.0,0,0.8688860928099074,0,0.9998008608818054,0.00019913911819458008,1,0,1,0,0
ungainlyyyy,0,1,0.0,1,0.5493648876256624,0,0.993614912033081,0.006385087966918945,0,1,1,0,0
will have a barrie ogod time,1,1,0.0,1,0.6884821244359358,1,0.9975157976150513,0.0024842023849487305,0,0,0,0,0
excited ,1,1,0.34,1,0.5493648876256624,1,0.9997768998146057,0.0002231001853942871,0,0,0,0,0
this story to go but down ,0,1,0.0,0,0.670737898127417,0,0.9927688837051392,0.00723111629486084,1,0,1,0,0
"and yet , it still works . ",1,1,0.0,1,0.9448252594546733,1,0.9998373985290527,0.00016260147094726562,0,0,0,0,0
"despite the mild hallucinogenic buzz , is of overwhelming waste !!!",0,0,-0.5684,0,0.944964181264834,0,0.9997710585594177,0.0002289414405822754,0,0,0,0,0
it 's a ripper of a yarn and ,1,1,0.0,1,0.7437207673865672,1,0.9983904361724854,0.0016095638275146484,0,0,0,0,0
is not funny and,1,0,-0.3412,1,0.5034971069034736,0,0.9998082518577576,0.00019174814224243164,1,1,0,0,1
uncompromising ,1,1,0.0,1,0.6687832836557992,1,0.9951978325843811,0.0048021674156188965,0,0,0,0,0
"so it 's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast ....",1,1,0.9529,1,0.9828399755525679,1,0.9996380805969238,0.0003619194030761719,0,0,0,0,0
the HUMOR wry,1,1,0.4278,1,0.9003266793535009,1,0.9997900128364563,0.00020998716354370117,0,0,0,0,0
bludgeoningggg,0,1,0.0,1,0.5493648876256624,0,0.9990711212158203,0.0009288787841796875,0,1,1,0,0
of the best special effects ,1,1,0.7845,1,0.9589074592460815,1,0.99982750415802,0.00017249584197998047,0,0,0,0,0
in the utter cuteness of stuart and margolo ,1,1,0.5563,0,0.6859247811350553,1,0.9998311996459961,0.00016880035400390625,1,1,0,0,0
into the structure of relationshisp,1,1,0.0,0,0.5629396605623376,1,0.9826944470405579,0.01730555295944214,1,1,0,0,0
eelphant feces,0,1,0.0,0,0.8270765672903856,0,0.9954841136932373,0.004515886306762695,1,0,1,0,0
"toilet humor , ",0,1,0.2732,0,0.7367782455324232,0,0.9995068311691284,0.000493168830871582,1,0,1,0,0
can not engage . ,0,0,-0.2584,0,0.7564369590031487,0,0.9997866749763489,0.00021332502365112305,0,0,0,0,0
suchhhh a stultifying,0,1,0.0,1,0.5493648876256624,0,0.9993324875831604,0.0006675124168395996,0,1,1,0,0
's equally distasteful to watch him sing the lyrics to `` tonight,0,1,0.0,0,0.8262762485540454,0,0.9996802806854248,0.0003197193145751953,1,0,1,0,0
evillll,0,1,0.0,1,0.5493648876256624,0,0.9980993866920471,0.0019006133079528809,0,1,1,0,0
something a little more special behind it : music that did n't sell manyyyy records but helped change a nation,1,1,0.2161,1,0.6368804428533142,1,0.9995161294937134,0.0004838705062866211,0,0,0,0,0
we all loseeee track of ourselves by trying,1,1,0.0,0,0.5492648790644354,0,0.8373377919197083,0.16266220808029175,1,0,1,0,1
endorses they simply because htis movie makes his own look much better by comparison,0,1,0.6486,0,0.6561338815668394,0,0.9916457533836365,0.008354246616363525,1,0,1,0,0
laugh-a-minute crowd pleaser ,1,1,0.4019,1,0.9036797688432922,1,0.9998431205749512,0.00015687942504882812,0,0,0,0,0
captivatingly quirky hybrid ,1,1,0.0,1,0.7534032042921999,1,0.9998750686645508,0.00012493133544921875,0,0,0,0,0
"spiced with humor ( ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand )",1,1,0.2732,1,0.7543887165171119,1,0.9996806383132935,0.00031936168670654297,0,0,0,0,0
slightly humorous andddd tender story,1,1,0.3197,1,0.9132592419110724,1,0.999664306640625,0.000335693359375,0,0,0,0,0
racism AND homophobia,0,0,-0.6249,1,0.5974166509162296,0,0.9985346794128418,0.0014653205871582031,1,1,0,0,0
the bestttt movies of the year,1,1,0.0,1,0.797651344652413,1,0.9996534585952759,0.0003465414047241211,0,0,0,0,0
"makes a great impression as the writer-director of this little $ 1.8 million charmer , WHICH may not be cutting-edge indie filmmaking but has a huge heart .",1,1,0.9287,1,0.7564826013954008,1,0.9998345375061035,0.00016546249389648438,0,0,0,0,0
"are anguished , bitter and truthful ",1,0,-0.3818,1,0.5116923893539421,1,0.999531626701355,0.00046837329864501953,1,0,1,0,0
the pacing is often way off and !!!,0,1,0.0,0,0.7050533101888665,0,0.9986990690231323,0.0013009309768676758,1,0,1,0,0
"it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b.s. one another and put on a show in drag",0,1,0.0258,0,0.8734695868838629,0,0.999595582485199,0.0004044175148010254,1,0,1,0,0
the master of disguise represents adam sandler 's latest attempt to dumb down the universe . ,0,0,-0.6486,0,0.9533077659127337,0,0.9976345300674438,0.0023654699325561523,0,0,0,0,0
allusions ,1,1,0.0,1,0.5493648876256624,1,0.9966849684715271,0.0033150315284729004,0,0,0,0,0
take you TO outer space,1,1,0.0,1,0.8218974719389752,1,0.9995972514152527,0.00040274858474731445,0,0,0,0,0
"a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half !!!",0,1,0.0,0,0.9575315573795282,0,0.999761164188385,0.00023883581161499023,1,0,1,0,0
parts of the film feel a bit too much like an infomercial for ram dass 's latest book aimed at the boomer demographic . ,0,1,0.3612,0,0.9258177700594895,0,0.9997686743736267,0.00023132562637329102,1,0,1,0,0
its TARGET audience talked all the way through it,0,1,0.0,0,0.7041550556980967,0,0.9931144118309021,0.0068855881690979,1,0,1,0,0
through love ,1,1,0.6369,1,0.9233428298947597,1,0.9998179078102112,0.00018209218978881836,0,0,0,0,0
", captures a life interestingly lived !!!",1,1,0.5538,1,0.9558390221222187,1,0.9998763799667358,0.00012362003326416016,0,0,0,0,0
"dense , exhilarating documentary ",1,1,0.4019,1,0.9527011069224225,1,0.9997411370277405,0.0002588629722595215,0,0,0,0,0
a terrible movie that someeee people,0,0,-0.4767,0,0.6964090874170856,0,0.9991915822029114,0.000808417797088623,0,0,0,0,0
because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration ,0,0,-0.5267,0,0.7526016730847579,0,0.9996500015258789,0.00034999847412109375,0,0,0,0,0
the irwins ' scenes are fascinating ;,1,1,0.5423,1,0.9125229216730169,1,0.9998477697372437,0.00015223026275634766,0,0,0,0,0
most good-hearted yet ,1,1,0.0,1,0.9141900613146379,1,0.9998718500137329,0.00012814998626708984,0,0,0,0,0
insults ,0,0,-0.4215,1,0.5493648876256624,0,0.9997430443763733,0.000256955623626709,1,1,0,0,0
many bona fide groaners among too few laughs ,0,1,0.4939,0,0.6246982240376692,0,0.9988539218902588,0.001146078109741211,1,0,1,0,0
is a pleasant enough dish ,1,1,0.5106,1,0.8577830091079766,1,0.9998651742935181,0.0001348257064819336,0,0,0,0,0
"woven together handsomely , recalling sixties ' rockumentary milestones from lonely boy to do n't look back . ",1,1,0.1027,1,0.5528095464548816,1,0.9998346567153931,0.0001653432846069336,0,0,0,0,0
deadly dull ,0,0,-0.4019,0,0.9775739248394318,0,0.9997990727424622,0.0002009272575378418,0,0,0,0,0
even less capable ,0,1,0.3197,0,0.7821826145708053,0,0.9998034834861755,0.0001965165138244629,1,0,1,0,0
explodeeee,1,1,0.0,1,0.5493648876256624,0,0.9556783437728882,0.044321656227111816,0,1,1,0,1
deeply humanizing ,1,1,0.0,1,0.747600184144179,1,0.9993532299995422,0.0006467700004577637,0,0,0,0,0
AGREEABLY,1,1,0.3818,1,0.5493648876256624,1,0.9998364448547363,0.00016355514526367188,0,0,0,0,0
that was old when ` angels with dirty faces ' appeared in 1398,0,0,-0.4404,0,0.8535312574288803,0,0.9945518374443054,0.00544816255569458,0,0,0,0,0
"has a way of gently swaying back and forth as it cradles ITS characters , veiling tension beneath otherwise tender movements",1,1,0.1779,1,0.7099200559183576,1,0.9995840191841125,0.00041598081588745117,0,0,0,0,0
intense andddd effective film,1,1,0.5267,1,0.9545215712426289,1,0.9998216032981873,0.00017839670181274414,0,0,0,0,0
"fessenden continues to do interesting work , ",1,1,0.4019,1,0.8459025323090205,1,0.9998396635055542,0.00016033649444580078,0,0,0,0,0
a longtime tolkien fan ,1,1,0.3182,1,0.7583019829798433,1,0.9994615912437439,0.0005384087562561035,0,0,0,0,0
dates !!!,1,1,0.0,1,0.5493648876256624,1,0.9993367791175842,0.0006632208824157715,0,0,0,0,0
"american and european cinema has amassed A vast holocaust literature ,",1,1,0.0,1,0.7996603755518414,1,0.9961663484573364,0.0038336515426635742,0,0,0,0,0
"insightfully rwitten , delicately performed",1,1,0.25,1,0.8528747458176552,1,0.9997816681861877,0.00021833181381225586,0,0,0,0,0
of building to a laugh riot ,1,1,0.0,1,0.6693326381712648,1,0.9995442032814026,0.0004557967185974121,0,0,0,0,0
saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate ,0,0,-0.6486,0,0.821866803478374,0,0.9946330785751343,0.005366921424865723,0,0,0,0,0
"a film about something , one that attempts and often achieves a level of connection and concern ",1,1,0.0,1,0.8167774106670863,1,0.9992316961288452,0.0007683038711547852,0,0,0,0,0
"a breathtaking adventure for all ages , spirit ",1,1,0.7184,1,0.9827373861046723,1,0.9998795986175537,0.00012040138244628906,0,0,0,0,0
going to go down as the worst -- and only -- killer website movie of this or any other year ,0,0,-0.8555,0,0.9755758396153767,0,0.9997918009757996,0.00020819902420043945,0,0,0,0,0
likedddd it much better,1,1,0.4404,1,0.5266323314905094,1,0.8606843948364258,0.13931560516357422,0,0,0,0,0
'' overcome its weaknesses ,1,0,-0.3612,1,0.5742828742918742,1,0.9993699193000793,0.0006300806999206543,1,0,1,0,0
provides an accessible introduction as well as some intelligent observations on the success of bollywood,1,1,0.8316,1,0.9567469283275226,1,0.9998612403869629,0.00013875961303710938,0,0,0,0,0
for wrapping the theater in a cold blanket of urban desperation !!!,0,0,-0.5962,0,0.8978070874187252,0,0.9964056015014648,0.0035943984985351562,0,0,0,0,0
"what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery !!!",0,0,-0.826,0,0.7761180721846277,0,0.9994935989379883,0.0005064010620117188,0,0,0,0,0
... puts enough salt into the wounds of the tortured and self-conscious material to make it sting . ,0,0,-0.5574,0,0.7250303255553031,0,0.9737627506256104,0.02623724937438965,0,0,0,0,0
the unexplainable pain ,0,0,-0.5106,0,0.6156897660014816,0,0.9942658543586731,0.005734145641326904,0,0,0,0,0
"george clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years . ",1,1,0.8207,1,0.8490162531838842,1,0.9998249411582947,0.00017505884170532227,0,0,0,0,0
hollywood has crafted a solid formula for successful animated moveis,1,1,0.6597,1,0.9426771131753836,1,0.9998099207878113,0.0001900792121887207,0,0,0,0,0
attracting audiences to unfaithful ,1,1,0.4767,1,0.5325480318145583,1,0.9997327923774719,0.00026720762252807617,0,0,0,0,0
with witttt and originality,1,1,0.0,1,0.8949815824990447,1,0.9997988343238831,0.00020116567611694336,0,0,0,0,0
riveting set pieces ,1,1,0.0,1,0.8293453506847361,1,0.9998821020126343,0.00011789798736572266,0,0,0,0,0
not music fans,1,1,0.0,1,0.534380506649011,0,0.9988656044006348,0.0011343955993652344,0,1,1,0,1
sex and lucia is so alluring ,1,1,0.0,0,0.5693733925300131,1,0.99978107213974,0.00021892786026000977,1,1,0,0,0
